Gender,Age,Under30,SeniorCitizen,Married,Dependents,NumberofDependents,Latitude,Longitude,ReferredaFriend,NumberofReferrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,StatusID,AvgRevenue,EngagementScore,ServiceCount,HighValueCustomer,Churn,Recommendation
0,19,1,0,0,0,0,35.861928,-118.636698,0,0,2,5,0,0.0,0,1,1,76,0,0,0,0,0,1,1,1,0,1,0,34.7,3225,20.75,69.4,3,0,1,Provide onboarding support and early engagement offers
1,48,0,0,1,0,0,35.490705,-119.286833,1,1,1,5,1,35.71,0,1,0,3,0,0,0,0,0,1,1,1,0,0,0,80.0,5003,40.0,80.0,3,0,1,Provide onboarding support and early engagement offers
0,63,0,0,0,0,0,32.961064,-117.134917,0,0,3,5,1,26.52,1,1,2,10,0,0,0,0,0,0,0,1,0,1,1,75.1,4647,67.675,225.29999999999998,1,0,1,Provide onboarding support and early engagement offers
1,23,1,0,1,0,0,32.961064,-117.134917,1,1,3,0,1,13.54,0,1,0,51,0,0,1,0,0,0,0,1,0,1,0,50.15,2054,42.0375,150.45,1,0,1,Provide onboarding support and early engagement offers
0,54,0,0,0,0,0,32.961064,-117.134917,0,0,25,3,1,26.81,0,1,2,12,1,1,0,0,0,0,0,1,0,1,0,79.85,673,77.51346153846154,1996.2499999999998,3,0,1,Encourage long-term contract with benefits
1,27,1,0,0,0,0,32.961064,-117.134917,0,0,1,0,1,38.44,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,19.55,3522,9.775,19.55,0,0,1,Provide onboarding support and early engagement offers
0,48,0,0,1,0,0,32.961064,-117.134917,1,1,4,0,1,4.14,1,1,2,30,0,0,0,0,0,1,1,1,0,1,0,85.95,5043,76.26,343.8,3,1,1,Provide onboarding support and early engagement offers
1,26,1,0,0,0,0,32.961064,-117.134917,0,0,3,0,1,36.48,0,1,1,59,0,0,0,0,0,0,0,1,0,1,0,45.35,4909,35.375,136.05,1,0,1,Provide onboarding support and early engagement offers
0,29,1,0,0,0,0,32.961064,-117.134917,0,0,45,0,1,4.48,1,1,0,51,0,0,1,1,0,0,0,1,0,1,0,87.25,6942,85.6891304347826,3926.25,1,1,1,Offer discount or cheaper plan options
1,51,0,0,0,0,0,32.961064,-117.134917,0,0,10,4,1,27.57,1,1,2,13,1,0,0,0,1,1,1,1,0,0,0,98.55,773,91.68636363636364,985.5,5,0,1,Offer discount or cheaper plan options
0,37,0,0,0,0,0,35.214982,-118.59049,0,0,15,0,1,24.63,0,1,2,13,0,1,0,0,0,1,1,1,0,1,0,85.9,5777,79.346875,1288.5,4,0,1,Offer discount or cheaper plan options
0,38,0,0,0,0,0,34.712708,-117.889656,0,0,22,0,1,18.01,0,1,2,2,0,0,0,0,1,1,1,1,0,0,0,89.25,2129,82.95,1963.5,4,0,1,Offer discount or cheaper plan options
1,31,0,0,1,0,0,34.741406,-118.38111,1,1,3,0,1,26.71,0,1,2,11,0,0,0,0,0,0,0,1,0,1,0,70.3,4485,52.2125,210.89999999999998,1,0,1,Provide onboarding support and early engagement offers
1,49,0,0,0,0,0,34.557711,-118.029441,0,0,15,0,1,48.93,1,1,2,15,0,0,0,0,1,1,1,1,0,1,0,93.35,1396,90.290625,1400.25,4,1,1,Offer discount or cheaper plan options
0,45,0,0,0,0,0,34.445239,-117.894868,0,0,1,0,1,49.51,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,19.9,4364,9.95,19.9,0,0,1,Provide onboarding support and early engagement offers
0,37,0,0,1,0,0,35.405722,-117.773354,1,1,5,0,1,41.57,0,1,0,27,1,0,1,0,0,1,1,1,0,1,2,88.9,6504,75.69166666666666,444.5,4,0,1,Provide onboarding support and early engagement offers
1,24,1,0,1,0,0,33.507255,-117.029473,1,1,33,3,1,41.8,0,1,2,41,0,0,1,0,1,1,1,0,1,1,0,95.8,1832,89.31617647058823,3161.4,3,0,1,Offer discount or cheaper plan options
1,42,0,0,0,0,0,33.507255,-117.029473,0,0,2,0,1,41.18,1,1,2,14,0,1,0,0,0,0,0,1,0,1,0,82.0,2325,61.550000000000004,164.0,2,0,1,Provide onboarding support and early engagement offers
1,63,0,0,0,0,0,34.598221,-117.79593,0,0,2,0,1,25.49,0,1,1,9,0,0,0,0,0,0,0,1,0,0,0,45.35,5228,29.833333333333332,90.7,1,0,1,Provide onboarding support and early engagement offers
0,41,0,0,0,0,0,37.458367,-119.345011,0,0,1,0,1,34.04,0,1,1,23,0,0,0,1,0,0,0,1,0,1,0,52.2,1558,26.1,52.2,1,0,1,Provide onboarding support and early engagement offers
1,58,0,0,0,0,0,36.397745,-120.119911,0,0,62,2,1,22.64,1,1,2,9,0,0,1,0,1,1,1,1,1,1,0,96.75,659,97.22857142857143,5998.5,4,1,1,Offer discount or cheaper plan options
0,33,0,0,0,0,0,37.027663,-119.69056,0,0,10,0,1,14.53,1,1,2,30,0,0,0,1,1,1,1,0,0,1,0,98.5,3934,96.20454545454545,985.0,3,1,1,Offer discount or cheaper plan options
1,61,0,0,0,0,0,36.727418,-120.123526,0,0,6,0,1,11.97,0,1,2,27,0,1,0,0,1,0,0,1,0,1,0,85.35,6631,69.92142857142856,512.0999999999999,3,0,1,Offer discount or cheaper plan options
1,54,0,0,1,0,0,36.902954,-120.194274,1,1,40,2,1,22.56,1,1,0,4,0,1,0,0,1,1,1,1,0,1,0,101.3,948,100.31951219512196,4052.0,5,0,1,Offer discount or cheaper plan options
1,27,1,0,0,0,0,37.004068,-119.930027,0,0,1,5,1,49.43,0,1,2,48,0,0,0,0,0,0,1,1,0,1,0,69.55,2517,34.775,69.55,2,0,1,Provide onboarding support and early engagement offers
1,20,1,0,0,0,0,33.141265,-116.967221,0,0,58,2,1,44.5,1,1,2,47,0,1,1,0,1,1,1,1,1,1,0,103.25,5274,101.99406779661017,5988.5,5,1,1,Offer discount or cheaper plan options
1,25,1,0,0,0,0,36.696759,-119.024051,0,0,70,1,1,12.19,1,1,2,42,1,0,0,1,1,1,1,1,2,1,1,104.0,2710,102.11478873239436,7280.0,5,0,1,Offer discount or cheaper plan options
0,62,0,0,0,0,0,36.600185,-119.175655,0,0,2,5,1,24.05,0,1,2,27,0,0,1,0,0,1,1,1,0,1,2,86.2,2177,59.56666666666666,172.4,3,0,1,Provide onboarding support and early engagement offers
1,24,1,0,1,0,0,36.841655,-119.797113,1,1,21,0,1,36.26,1,1,2,59,0,1,1,1,1,1,1,0,0,1,0,111.2,2330,105.32272727272726,2335.2000000000003,4,0,1,Offer discount or cheaper plan options
0,41,0,0,1,0,0,36.600193,-120.153393,1,1,16,0,1,31.73,0,1,2,25,0,1,1,0,1,0,0,1,0,1,1,89.45,6044,84.13235294117646,1431.2,3,0,1,Offer discount or cheaper plan options
1,21,1,0,1,0,0,36.959731,-120.653519,1,1,60,2,1,33.25,0,1,2,52,0,1,1,0,1,0,1,1,1,0,0,90.95,4503,89.39999999999999,5457.0,4,0,1,Offer discount or cheaper plan options
0,58,0,0,1,0,0,36.993666,-119.348267,1,1,50,2,1,29.43,1,1,2,14,1,1,0,1,1,1,1,1,1,0,0,108.55,3445,110.01372549019608,5427.5,6,0,1,Offer discount or cheaper plan options
1,45,0,0,0,0,0,36.768774,-119.762633,0,0,1,5,1,32.44,0,1,1,12,0,0,0,0,0,0,0,1,0,0,2,44.4,916,22.2,44.4,1,0,1,Provide onboarding support and early engagement offers
0,59,0,0,1,0,0,36.833002,-119.82947,1,1,12,0,1,37.65,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,19.8,10,17.661538461538463,237.60000000000002,0,0,1,"Recommend service bundles (OTT, backup, etc.)"
1,21,1,0,0,0,0,36.732694,-119.783786,0,0,1,5,1,32.85,0,1,2,53,0,0,0,0,1,1,1,1,0,1,0,89.9,1918,44.95,89.9,4,1,1,Provide onboarding support and early engagement offers
0,41,0,0,0,0,0,33.141265,-116.967221,0,0,62,2,1,32.58,1,1,2,15,0,0,1,0,1,1,1,1,1,1,0,100.15,4888,101.80396825396825,6209.3,4,1,1,Offer discount or cheaper plan options
1,58,0,0,0,0,0,36.460611,-121.852507,0,0,1,5,1,1.28,0,1,1,27,0,1,0,0,0,0,0,1,0,0,0,50.8,5695,25.4,50.8,2,0,1,Provide onboarding support and early engagement offers
0,55,0,0,0,0,0,36.220761,-120.980777,0,0,3,5,1,47.62,0,1,0,29,0,1,0,0,1,1,1,1,0,1,0,95.1,5371,76.85,285.29999999999995,5,1,1,Provide onboarding support and early engagement offers
1,52,0,0,0,0,0,35.989792,-121.055933,0,0,22,0,1,46.28,1,1,2,16,0,0,0,0,1,1,1,0,0,1,1,94.65,379,91.50217391304349,2082.3,3,0,1,Offer discount or cheaper plan options
1,46,0,0,1,0,0,36.689582,-121.758398,1,1,4,5,1,14.3,0,1,2,2,0,0,1,1,0,0,0,1,0,1,2,80.6,6076,63.83,322.4,1,0,1,Provide onboarding support and early engagement offers
1,24,1,0,1,0,0,36.587497,-121.944815,0,0,59,2,1,6.91,1,1,2,52,0,0,0,0,0,1,1,1,1,0,0,85.55,6969,84.74416666666666,5047.45,3,1,1,Offer discount or cheaper plan options
0,58,0,0,0,0,0,37.509366,-122.306132,0,0,60,2,0,0.0,0,1,0,5,0,1,0,0,1,1,1,1,0,1,0,50.8,3863,49.62950819672131,3048.0,5,0,1,Encourage long-term contract with benefits
0,54,0,0,0,0,0,37.691561,-122.445202,0,0,15,0,1,22.39,0,1,2,7,1,0,1,1,1,1,1,1,0,0,0,105.1,4697,98.921875,1576.5,5,0,1,Offer discount or cheaper plan options
1,53,0,0,0,0,0,37.266388,-122.26308,0,0,10,0,1,18.03,0,1,2,6,1,1,1,1,1,1,1,1,0,1,0,110.1,2746,94.84545454545454,1101.0,6,1,1,Offer discount or cheaper plan options
0,40,0,0,0,0,0,37.352911,-122.093002,0,0,6,0,1,25.93,0,1,2,24,0,0,1,0,0,1,1,1,0,0,0,83.9,3805,71.07857142857144,503.40000000000003,3,0,1,Offer discount or cheaper plan options
0,48,0,0,1,0,0,37.380662,-122.086022,1,3,63,2,1,8.98,1,1,2,16,1,1,1,0,1,0,0,0,0,1,0,100.55,5781,97.11484375,6334.65,3,1,1,Offer discount or cheaper plan options
1,55,0,0,1,0,0,37.419725,-122.062947,1,6,50,2,1,42.21,1,1,2,14,0,1,1,0,1,1,1,1,0,1,0,103.85,1436,98.39019607843136,5192.5,5,1,1,Offer discount or cheaper plan options
0,39,0,0,0,0,0,37.22565,-122.297533,0,0,1,0,0,0.0,0,1,1,12,0,0,0,0,0,0,0,1,0,0,0,24.6,4327,12.3,24.6,1,1,1,Provide onboarding support and early engagement offers
0,64,0,0,0,0,0,37.624436,-122.430661,0,0,12,0,1,34.92,0,1,0,23,1,0,0,1,1,1,1,1,0,1,0,98.9,6100,86.22692307692309,1186.8000000000002,5,1,1,Offer discount or cheaper plan options
0,27,1,0,0,0,0,37.654436,-122.426468,0,0,9,0,1,38.76,1,1,2,82,0,0,1,0,1,1,1,1,0,0,1,98.3,547,92.35,884.6999999999999,4,0,1,Offer discount or cheaper plan options
1,36,0,0,0,0,0,37.378541,-122.020456,0,0,17,0,1,4.51,0,1,2,13,1,0,0,0,1,1,1,1,0,0,0,93.85,1444,90.3138888888889,1595.4499999999998,5,0,1,Offer discount or cheaper plan options
0,37,0,0,0,0,0,37.746699,-122.442833,0,0,13,0,1,3.84,0,1,2,4,0,1,1,0,0,0,0,1,0,1,0,81.15,556,68.02142857142857,1054.95,2,0,1,Offer discount or cheaper plan options
0,51,0,0,0,0,0,37.556634,-122.317723,0,0,6,0,1,19.74,1,1,2,27,1,0,0,0,0,0,0,1,0,1,0,79.05,2207,62.07142857142857,474.29999999999995,2,0,1,Encourage long-term contract with benefits
0,32,0,0,0,0,0,37.980057,-121.801599,0,0,3,0,1,23.82,1,1,2,24,0,0,0,0,0,0,0,1,0,0,0,74.4,414,53.95,223.20000000000002,1,0,1,Provide onboarding support and early engagement offers
1,21,1,0,1,0,0,38.013825,-122.039144,1,1,1,0,1,32.08,0,1,1,73,0,0,0,0,0,0,1,1,0,0,1,44.7,4849,22.35,44.7,2,0,1,Provide onboarding support and early engagement offers
1,36,0,0,0,0,0,37.505768,-121.962472,0,0,1,0,1,10.41,0,1,1,17,0,0,0,0,0,0,0,1,0,1,2,45.7,6328,22.85,45.7,1,0,1,Provide onboarding support and early engagement offers
1,53,0,0,0,0,0,37.674002,-122.076796,0,0,7,0,1,9.14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19.25,2876,14.0375,134.75,0,0,1,"Recommend service bundles (OTT, backup, etc.)"
0,57,0,0,0,0,0,37.62984,-122.120843,0,0,2,0,1,48.34,1,1,2,28,0,0,0,0,1,1,1,1,0,1,0,96.0,6339,58.26666666666667,192.0,4,0,1,Provide onboarding support and early engagement offers
0,30,0,0,0,0,0,37.708327,-122.083473,0,0,1,5,1,15.44,0,1,2,51,0,0,0,0,1,1,1,0,0,0,0,90.55,2211,45.275,90.55,3,0,1,Provide onboarding support and early engagement offers
1,30,0,0,0,0,0,38.014457,-122.115432,0,0,71,1,1,49.42,1,1,2,53,1,0,1,1,1,1,1,1,2,1,0,108.05,3844,104.61319444444445,7671.55,5,1,1,Offer discount or cheaper plan options
1,51,0,0,0,0,0,37.555473,-122.080312,0,0,1,5,1,45.66,0,1,2,28,0,0,0,0,0,0,0,1,0,1,0,69.9,5285,34.95,69.9,1,1,1,Provide onboarding support and early engagement offers
1,41,0,0,0,0,0,37.996462,-122.293716,0,0,1,5,1,5.43,1,1,2,18,0,0,0,0,0,1,1,1,0,1,0,86.6,204,43.3,86.6,3,1,1,Provide onboarding support and early engagement offers
0,28,1,0,0,0,0,37.687264,-122.15728,0,0,35,3,1,45.14,1,1,2,41,0,1,0,1,0,0,1,0,0,0,1,85.3,2550,81.04166666666667,2985.5,2,0,1,Offer discount or cheaper plan options
0,61,0,0,0,0,0,37.676249,-122.132415,0,0,34,3,1,4.66,0,1,2,21,0,0,0,0,0,0,0,1,0,1,1,70.0,6853,69.03142857142856,2380.0,1,0,1,"Recommend service bundles (OTT, backup, etc.)"
0,46,0,0,0,0,0,37.59485,-122.051521,0,0,7,5,1,48.36,0,1,2,15,0,0,1,0,1,1,1,1,0,1,0,95.35,827,82.6125,667.4499999999999,4,0,1,Offer discount or cheaper plan options
0,33,0,0,0,0,0,37.862128,-122.075197,0,0,18,0,1,34.21,1,1,2,19,0,0,0,1,0,1,1,1,0,1,0,90.1,2950,84.88157894736842,1621.8,3,0,1,Offer discount or cheaper plan options
0,26,1,0,0,0,0,37.900662,-122.052782,0,0,2,0,1,30.73,0,1,2,39,0,0,0,0,0,0,1,1,0,0,0,68.95,3674,39.916666666666664,137.9,2,1,1,Provide onboarding support and early engagement offers
1,39,0,0,1,0,0,37.916648,-122.008483,1,1,32,3,1,33.57,1,1,2,26,1,0,0,0,1,1,1,0,0,1,1,99.55,4691,97.11060606060606,3185.6,4,1,1,Offer discount or cheaper plan options
1,53,0,0,1,0,0,37.792489,-122.244314,1,1,18,0,1,2.86,0,1,1,22,0,0,1,0,0,1,1,1,0,0,0,57.45,1417,52.15,1034.1000000000001,3,0,1,Encourage long-term contract with benefits
1,27,1,0,1,0,0,37.80707,-122.297401,1,1,12,0,1,27.82,0,1,1,26,0,0,0,0,0,1,1,1,1,0,1,53.65,875,53.565384615384616,643.8,3,0,1,Monitor customer
1,62,0,0,1,0,0,37.890274,-122.295192,1,1,26,3,1,35.9,1,1,0,26,0,0,0,0,1,0,0,1,0,1,0,83.75,5550,76.68888888888888,2177.5,2,0,1,Offer discount or cheaper plan options
1,44,0,0,1,0,0,38.018065,-122.546024,1,1,38,0,1,35.61,0,1,2,13,1,1,0,0,0,0,0,0,0,1,0,79.45,6470,77.25769230769231,3019.1,2,0,1,Encourage long-term contract with benefits
1,37,0,0,1,0,0,38.377165,-123.037957,1,1,32,0,1,5.99,0,1,2,5,0,0,0,0,0,0,0,1,0,1,0,69.75,1185,71.14848484848486,2232.0,1,0,1,"Recommend service bundles (OTT, backup, etc.)"
0,50,0,0,0,0,0,38.326215,-122.718742,0,0,1,5,1,6.08,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,19.65,6101,9.825,19.65,0,1,1,Provide onboarding support and early engagement offers
0,55,0,0,0,0,0,37.937082,-122.532369,0,0,5,5,0,0.0,0,1,1,2,0,0,1,0,0,1,1,1,0,0,0,39.5,4717,35.125,197.5,3,0,1,Provide onboarding support and early engagement offers
1,58,0,0,1,0,0,38.129308,-122.834815,1,1,40,2,1,16.33,1,1,2,23,0,0,0,0,1,1,1,1,0,1,0,97.1,3981,90.41341463414633,3884.0,4,0,1,Offer discount or cheaper plan options
0,26,1,0,0,0,0,38.135897,-122.563683,0,0,5,5,1,43.99,0,1,2,42,0,0,0,0,0,1,1,0,0,1,0,80.0,3549,68.75,400.0,2,0,1,Provide onboarding support and early engagement offers
0,40,0,0,0,0,0,38.065359,-122.665566,0,0,10,0,1,45.69,0,1,2,18,1,0,0,0,1,0,0,1,0,1,2,84.7,5261,75.64090909090909,847.0,3,1,1,Offer discount or cheaper plan options
1,49,0,0,1,0,0,38.112166,-122.634384,1,1,2,5,1,8.86,0,1,2,23,0,0,0,0,1,1,1,1,0,1,0,89.55,6457,61.85,179.1,4,0,1,Provide onboarding support and early engagement offers
1,21,1,0,0,0,0,38.067204,-122.524004,0,0,23,0,1,38.69,1,1,0,69,0,0,0,1,1,0,1,1,0,1,0,90.6,92,80.96666666666667,2083.7999999999997,3,0,1,Offer discount or cheaper plan options
0,64,0,0,0,0,0,37.99272,-122.575026,0,0,23,0,1,3.55,1,1,2,4,1,0,0,0,1,0,0,1,0,1,0,90.05,2658,90.40833333333335,2071.15,3,0,1,Offer discount or cheaper plan options
1,54,0,0,1,0,0,37.848641,-122.515692,1,1,49,2,1,20.48,1,1,2,22,0,1,0,0,1,1,1,1,0,1,0,99.05,970,97.075,4853.45,5,1,1,Offer discount or cheaper plan options
0,46,0,0,0,0,0,38.240769,-122.901041,0,0,2,0,1,26.44,0,1,2,24,0,0,0,0,0,0,0,1,0,0,0,69.75,3872,48.18333333333334,139.5,1,1,1,Provide onboarding support and early engagement offers
0,42,0,0,0,0,0,38.339996,-122.935056,0,0,2,5,1,14.7,0,1,1,13,0,1,0,0,0,0,0,0,0,1,1,49.05,3941,30.366666666666664,98.1,1,0,1,Provide onboarding support and early engagement offers
1,32,0,0,0,0,0,37.449537,-121.994813,0,0,7,5,1,9.25,1,1,2,29,0,0,1,0,1,1,1,1,0,1,0,98.05,1458,89.125,686.35,4,0,1,Offer discount or cheaper plan options
0,23,1,0,0,0,0,37.171727,-122.142961,0,0,41,2,1,21.56,1,1,2,59,1,1,1,1,1,1,1,1,0,1,0,114.5,5386,107.79642857142856,4694.5,6,0,1,Offer discount or cheaper plan options
1,51,0,0,0,0,0,37.114335,-122.237162,0,0,2,5,1,17.33,0,1,2,14,0,0,0,0,0,1,1,1,0,1,0,80.95,655,57.050000000000004,161.9,3,0,1,Provide onboarding support and early engagement offers
1,63,0,0,1,0,0,37.084697,-121.606417,1,1,25,0,1,35.27,0,1,2,4,0,0,0,0,1,1,1,0,1,1,0,90.4,6105,83.79230769230769,2260.0,3,1,1,Offer discount or cheaper plan options
1,21,1,0,1,0,0,36.974575,-121.991149,1,1,3,5,1,29.29,0,1,0,52,0,1,1,0,0,0,1,1,0,1,2,56.15,3897,42.0375,168.45,3,0,1,Provide onboarding support and early engagement offers
0,59,0,0,0,0,0,37.343827,-121.883119,0,0,4,5,1,39.68,0,1,2,18,1,0,1,1,0,1,1,1,0,1,0,94.4,4852,77.44,377.6,4,0,1,Provide onboarding support and early engagement offers
0,62,0,0,1,0,0,37.350284,-121.852855,0,0,37,0,1,37.49,1,1,2,29,0,0,1,0,0,0,0,1,0,1,1,78.95,5644,74.72763157894737,2921.15,1,0,1,"Recommend service bundles (OTT, backup, etc.)"
0,27,1,0,0,0,0,37.294926,-121.894763,0,0,19,0,0,0.0,0,1,1,48,0,0,0,0,1,1,1,1,1,1,1,44.85,4905,44.677499999999995,852.15,4,1,1,Monitor customer
1,23,1,0,0,0,0,37.305622,-122.000887,0,0,7,5,1,21.58,0,1,2,71,0,0,1,0,0,0,1,0,0,0,2,74.65,6050,68.06875,522.5500000000001,1,0,1,"Recommend service bundles (OTT, backup, etc.)"
0,51,0,0,1,0,0,37.42765,-121.945416,1,1,14,4,1,20.4,1,1,1,30,1,0,0,0,1,0,0,1,0,1,0,64.7,3115,62.733333333333334,905.8000000000001,3,0,1,Encourage long-term contract with benefits
1,38,0,0,0,0,0,38.044523,-121.348048,0,0,1,0,0,0.0,0,1,1,26,0,0,0,0,0,1,1,1,0,1,0,35.55,5238,17.775,35.55,3,0,1,Provide onboarding support and early engagement offers
0,32,0,0,0,0,0,38.029729,-121.387999,0,0,2,5,1,38.51,1,1,2,25,0,0,0,0,1,1,1,1,0,1,0,95.15,99,65.63333333333334,190.3,4,0,1,Provide onboarding support and early engagement offers
1,54,0,0,1,0,0,38.200231,-121.235034,1,4,13,4,1,45.6,0,1,2,11,0,0,1,0,1,1,1,1,0,1,2,96.65,2777,83.06071428571428,1256.45,4,1,1,Offer discount or cheaper plan options
1,41,0,0,0,0,0,38.047746,-121.030499,0,0,1,5,0,0.0,0,1,1,6,0,1,0,0,0,0,0,0,0,1,2,31.35,3418,15.675,31.35,1,0,1,Provide onboarding support and early engagement offers
0,57,0,0,0,0,0,38.123544,-121.159078,0,0,12,4,1,14.38,1,1,2,6,0,1,0,0,1,0,0,1,0,1,0,89.75,4522,80.95384615384616,1077.0,3,1,1,Offer discount or cheaper plan options
1,33,0,0,1,0,0,38.156971,-120.849231,1,9,60,2,1,47.4,0,1,0,29,0,1,0,0,1,1,1,1,1,1,0,94.4,6691,91.97131147540983,5664.0,5,0,1,Offer discount or cheaper plan options
1,32,0,0,0,0,0,38.41935,-120.469545,0,0,1,5,1,31.77,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,19.85,5785,9.925,19.85,0,0,1,Provide onboarding support and early engagement offers
0,55,0,0,0,0,0,37.321233,-120.656354,0,0,6,5,1,20.36,1,1,2,10,0,1,1,1,1,1,1,1,0,1,1,109.9,4363,95.63571428571429,659.4000000000001,5,1,1,Offer discount or cheaper plan options
1,42,0,0,0,0,0,37.818589,-120.256995,0,0,15,4,1,45.92,0,1,2,12,0,0,1,1,1,1,1,1,0,1,0,101.35,1470,97.121875,1520.25,4,0,1,Offer discount or cheaper plan options
0,19,1,0,0,0,0,37.422961,-120.765493,0,0,1,5,1,33.48,1,1,0,59,0,0,0,0,0,1,1,0,0,1,0,60.15,2502,30.075,60.15,2,0,1,Provide onboarding support and early engagement offers
1,31,0,0,0,0,0,37.605926,-120.69955,0,0,7,5,1,35.91,1,1,2,27,0,0,1,0,1,0,0,1,0,1,0,90.45,6426,74.18125,633.15,2,1,1,Offer discount or cheaper plan options
1,48,0,0,1,0,0,38.109125,-120.078597,1,1,53,2,1,15.77,0,1,2,9,0,1,0,0,1,1,1,1,1,1,0,94.25,6567,90.14722222222223,4995.25,5,1,1,Offer discount or cheaper plan options
1,26,1,0,0,0,0,37.526791,-119.99437,0,0,1,5,1,1.84,1,1,2,76,0,0,0,0,0,0,1,1,0,1,0,74.9,5600,37.45,74.9,2,0,1,Provide onboarding support and early engagement offers
0,34,0,0,0,0,0,38.121601,-120.133915,0,0,1,5,1,32.92,0,1,2,3,0,0,0,0,1,0,0,1,0,1,0,80.25,512,40.125,80.25,2,0,1,Provide onboarding support and early engagement offers
1,58,0,0,1,0,0,37.671806,-121.007575,1,1,17,4,1,44.97,0,1,2,11,0,0,0,0,0,0,0,1,0,1,0,69.0,1549,63.86944444444445,1173.0,1,0,1,"Recommend service bundles (OTT, backup, etc.)"
0,62,0,0,1,0,0,37.621458,-121.012295,1,1,11,4,1,15.69,1,1,1,12,0,0,0,1,0,1,1,1,0,1,0,66.35,5818,61.73333333333333,729.8499999999999,3,0,1,Encourage long-term contract with benefits
1,58,0,0,0,0,0,37.716186,-121.025836,0,0,19,4,1,20.41,1,1,2,11,0,0,0,0,0,1,1,0,0,1,0,86.0,1860,76.6225,1634.0,2,0,1,Offer discount or cheaper plan options
0,37,0,0,1,0,0,37.670526,-120.877572,1,1,3,5,1,48.38,0,1,2,14,0,0,0,0,0,1,1,1,0,1,0,80.3,6890,62.5125,240.89999999999998,3,0,1,Provide onboarding support and early engagement offers
1,40,0,0,0,0,0,37.785033,-120.776141,0,0,24,0,1,35.93,1,1,2,5,0,1,0,0,1,0,0,1,0,1,1,90.55,2541,91.302,2173.2,3,1,1,Offer discount or cheaper plan options
0,30,0,0,0,0,0,37.734971,-120.954271,0,0,2,0,1,26.87,1,1,2,52,0,0,0,0,0,0,0,1,0,1,0,75.9,2945,47.78333333333333,151.8,1,0,1,Provide onboarding support and early engagement offers
1,47,0,0,1,0,0,37.713152,-121.08739,1,1,1,0,1,14.9,0,1,1,6,0,0,0,0,0,0,0,1,0,1,1,45.85,5823,22.925,45.85,1,0,1,Provide onboarding support and early engagement offers
0,36,0,0,1,0,0,37.521708,-120.426843,1,1,16,4,0,0.0,0,1,1,29,0,0,0,1,1,1,1,1,0,1,0,49.95,6746,47.65882352941177,799.2,4,0,1,Encourage long-term contract with benefits
1,36,0,0,1,0,0,37.529656,-120.854357,1,1,34,0,1,13.45,0,1,2,12,0,0,0,0,1,0,0,1,0,0,0,78.3,2440,73.2657142857143,2662.2,2,0,1,Encourage long-term contract with benefits
1,44,0,0,0,0,0,33.141265,-116.967221,0,0,3,0,1,38.38,1,1,2,23,0,0,0,0,0,0,0,0,0,1,0,76.95,1237,57.1,230.85000000000002,0,0,1,Provide onboarding support and early engagement offers
1,49,0,0,0,0,0,38.394091,-122.739814,0,0,1,0,1,34.37,0,1,1,28,0,0,0,0,0,0,0,1,0,0,0,45.3,604,22.65,45.3,1,0,1,Provide onboarding support and early engagement offers
0,47,0,0,0,0,0,38.468893,-122.580539,0,0,15,4,1,33.14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19.4,3683,18.08125,291.0,0,1,1,"Recommend service bundles (OTT, backup, etc.)"
0,46,0,0,0,0,0,39.710591,-123.682799,0,0,11,4,1,22.36,1,1,0,3,0,0,0,1,1,0,0,1,0,0,0,90.15,4605,82.32916666666667,991.6500000000001,2,1,1,Offer discount or cheaper plan options
1,23,1,0,0,0,0,39.361283,-123.784599,0,0,1,0,1,48.03,0,1,0,73,0,0,0,0,0,0,1,1,0,0,1,45.05,6766,22.525,45.05,2,0,1,Provide onboarding support and early engagement offers
0,53,0,0,0,0,0,38.965804,-122.631779,0,0,1,0,1,14.48,0,1,2,26,0,1,0,0,0,0,0,1,0,0,0,75.8,5773,37.9,75.8,2,0,1,Provide onboarding support and early engagement offers
0,54,0,0,0,0,0,38.801936,-122.938935,0,0,7,0,1,19.21,0,1,2,16,0,0,0,0,0,1,1,0,0,1,0,79.3,1752,65.39375,555.1,2,0,1,Encourage long-term contract with benefits
0,53,0,0,0,0,0,39.239818,-123.565432,0,0,2,0,0,0.0,0,1,1,18,0,0,0,1,0,0,0,1,0,1,0,30.9,5354,19.683333333333334,61.8,1,0,1,Provide onboarding support and early engagement offers
1,43,0,0,1,0,0,38.848082,-123.50608,1,1,59,2,1,22.71,1,1,2,26,1,1,1,0,1,1,1,1,1,1,0,110.15,6199,107.4675,6498.85,6,0,1,Offer discount or cheaper plan options
